회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
1673,56477650,11075000,3805000.0,가공식품,본점,25,1.920000,0.166667,10,0
1674,6361000,3960000,NaN,모피/피혁,영등포점,2,3.000000,0.000000,4,0
1675,149863620,44212000,38140600.0,명품,본점,37,2.000000,0.310811,9,1
1676,512768300,109112000,38732000.0,캐주얼,광주점,20,4.650000,0.913978,15,0
1677,43472000,10212000,NaN,농산물,분당점,25,3.800000,0.168421,14,0
1678,68000,20000,NaN,가공식품,노원점,1,6.000000,0.000000,0,0
1679,4017600,1435200,NaN,수산품,영등포점,6,1.500000,0.333333,25,1
1680,24963200,6688000,6050000.0,일용잡화,부산본점,16,3.187500,0.568627,20,0
1681,88579470,11496000,NaN,가공식품,본점,118,3.881356,0.262009,3,1
1682,211655320,52704000,45770000.0,대형가전,일산점,24,1.833333,0.227273,14,0
1683,93588000,10542000,1008000.0,기타,영등포점,32,1.906250,0.049180,10,0
1684,390000,1000000,1050000.0,기타,분당점,2,3.000000,0.333333,1,0
1685,34820660,9250000,549400.0,기타,분당점,16,5.687500,0.483516,20,1
1686,6548000,3936000,NaN,건강식품,영등포점,2,1.500000,0.666667,59,1
1687,129377700,64680000,NaN,가공식품,동래점,14,4.357143,0.491803,19,0
1688,3316000,1760000,NaN,수산품,잠실점,2,1.500000,0.000000,129,0
1689,57889450,8650000,3200000.0,가공식품,본점,25,2.720000,0.117647,13,0
1690,111943450,12400000,NaN,기타,강남점,27,4.074074,0.345455,11,1
1691,5270000,5270000,NaN,디자이너,본점,1,1.000000,0.000000,0,1
1692,763750,130000,NaN,가공식품,본점,5,5.000000,0.120000,47,0
1693,60000,60000,NaN,가공식품,광주점,1,1.000000,1.000000,0,0
1694,92158900,18876000,3480000.0,수산품,본점,11,2.727273,0.233333,26,1
1695,152374200,16500000,NaN,골프,본점,18,1.722222,0.096774,19,0
1696,448639720,64320000,16808000.0,주방용품,본점,34,3.088235,0.447619,10,0
1697,10893000,6624000,NaN,아동,강남점,2,1.500000,0.666667,71,1
1698,607327130,260400000,22487000.0,기타,일산점,19,3.421053,0.430769,17,1
1699,994110,680000,1343000.0,기타,노원점,5,3.400000,0.941176,15,0
1700,249378480,56584000,NaN,농산물,광주점,20,5.100000,0.411765,17,0
1701,200807350,19630000,NaN,농산물,분당점,128,5.562500,0.262640,2,0
1702,354200,129800,NaN,기타,분당점,2,4.500000,0.222222,10,1
1703,985600,985600,2072000.0,아동,일산점,2,4.500000,0.555556,1,0
1704,6233450,1632000,NaN,가공식품,잠실점,6,4.500000,1.000000,37,1
1705,3050000,1680000,NaN,모피/피혁,강남점,1,3.000000,0.000000,0,0
1706,269302050,22002000,850000.0,농산물,강남점,88,5.102273,0.135857,4,0
1707,28492200,8690000,1475000.0,캐주얼,본점,10,2.800000,0.285714,28,1
1708,3255000,3255000,NaN,화장품,본점,1,1.000000,1.000000,0,0
1709,169395040,28750000,8913700.0,농산물,부평점,49,4.020408,0.142132,7,0
1710,10590000,3250000,NaN,일용잡화,부산본점,5,2.000000,0.000000,55,0
1711,1540000,1540000,NaN,가구,잠실점,1,1.000000,0.000000,0,0
1712,4578000,3948000,NaN,통신/컴퓨터,잠실점,2,1.000000,0.500000,0,1
1713,142409000,16695000,NaN,화장품,본점,19,1.315789,0.320000,17,0
1714,723000,418000,NaN,명품,본점,2,1.000000,0.500000,1,1
1715,2654140,22827500,26607500.0,화장품,대전점,6,1.333333,0.125000,19,1
1716,97500,97500,NaN,젓갈/반찬,부산본점,1,1.000000,0.000000,0,0
1717,205030100,64800000,28490800.0,기타,본점,59,2.491525,0.285714,6,0
1718,4962600,4162500,NaN,구두,청량리점,2,2.000000,0.000000,2,1
1719,6328050,5760000,NaN,가공식품,대전점,2,5.000000,1.000000,91,0
1720,122324150,15840000,202440.0,화장품,본점,31,1.322581,0.317073,10,0
1721,14060000,10200000,NaN,구두,관악점,2,1.500000,0.000000,87,0
1722,127335470,16000000,8025600.0,농산물,본점,94,3.425532,0.335404,3,0
1723,21096400,13500000,1370000.0,가공식품,본점,20,2.600000,0.480769,15,0
1724,52453940,14490000,34235000.0,시티웨어,영등포점,28,2.214286,0.193548,11,0
1725,14623000,5980000,8990000.0,디자이너,본점,12,1.583333,0.368421,19,0
1726,2425000,2425000,NaN,화장품,일산점,1,1.000000,0.000000,0,0
1727,86119200,45210000,NaN,일용잡화,잠실점,7,1.428571,0.300000,47,1
1728,59797000,57200000,118855800.0,디자이너,본점,27,1.407407,0.131579,11,0
1729,70058360,18936000,NaN,농산물,분당점,46,9.086957,0.064593,7,0
1730,240500,36000,NaN,가공식품,분당점,19,1.368421,0.230769,17,1
1731,3784400,1654400,NaN,구두,잠실점,3,1.333333,0.750000,40,1
1732,105133200,16566000,NaN,농산물,분당점,25,9.400000,0.774468,13,0
1733,5709500,4927000,NaN,시티웨어,강남점,5,1.000000,0.400000,44,0
1734,63458000,19500000,NaN,화장품,잠실점,9,1.222222,0.363636,34,0
1735,1646210,1449000,NaN,가공식품,분당점,2,3.000000,0.666667,40,0
1736,490133230,124388600,1528600.0,가공식품,분당점,31,6.935484,0.562791,11,0
1737,91629440,17600000,NaN,기타,본점,24,2.541667,0.049180,13,0
1738,58942550,12980000,5880000.0,기타,동래점,29,2.034483,0.101695,12,0
1739,118026900,11525000,6200000.0,화장품,잠실점,32,1.562500,0.100000,10,0
1740,178644910,40500000,3275000.0,가공식품,잠실점,23,2.391304,0.272727,13,1
1741,216002870,20000000,24120000.0,기타,본점,128,2.195312,0.202847,2,1
1742,37254500,5915000,65000.0,캐주얼,안양점,12,1.833333,0.000000,29,0
1743,57624870,14954600,NaN,기타,분당점,16,4.687500,0.280000,21,0
1744,207410110,48000000,NaN,기타,분당점,43,4.860465,0.354067,8,0
1745,3707500,1725000,NaN,수산품,본점,1,4.000000,1.000000,0,1
1746,20484860,4800000,1030000.0,기타,강남점,34,3.058824,0.346154,9,0
1747,270788890,35300000,NaN,농산물,본점,38,4.289474,0.073620,9,0
1748,24691000,11753000,NaN,기타,본점,6,2.000000,0.250000,45,0
1749,47878150,5950000,5950000.0,기타,미아점,13,4.692308,0.491803,26,0
1750,2786100,2012500,NaN,피혁잡화,강남점,3,2.333333,0.857143,3,0
1751,2800000,1738000,NaN,구두,잠실점,2,1.000000,0.000000,88,1
1752,1380000,1320000,NaN,수산품,인천점,1,2.000000,1.000000,0,1
1753,72135650,15975000,NaN,시티웨어,동래점,6,4.500000,0.185185,32,1
1754,72962330,19410000,5728000.0,가공식품,본점,32,2.500000,0.800000,10,0
1755,183080,70000,NaN,가공식품,분당점,3,1.666667,0.600000,13,0
1756,52283700,25146000,36445200.0,골프,본점,6,2.666667,0.375000,13,1
1757,167200,77400,NaN,가공식품,잠실점,2,3.000000,0.500000,6,0
1758,77470880,13752000,NaN,기타,분당점,36,4.222222,0.269737,9,0
1759,189360680,38000000,44500300.0,캐주얼,영등포점,52,3.423077,0.247191,6,0
1760,5655200,1890000,NaN,화장품,부평점,4,1.500000,0.333333,53,1
1761,220186650,30014600,NaN,기타,미아점,45,2.977778,0.365672,7,0
1762,98922000,27784000,24631200.0,가공식품,본점,24,3.375000,0.172840,12,0
1763,4457500,2750000,NaN,축산가공,영등포점,7,2.142857,0.000000,32,0
1764,115345100,10000000,NaN,가공식품,일산점,82,2.804878,0.108696,4,0
1765,2075750,990000,NaN,젓갈/반찬,본점,5,2.200000,0.454545,42,1
1766,80652540,10432800,NaN,농산물,영등포점,18,2.388889,0.465116,18,1
1767,28908600,17280000,NaN,수산품,강남점,3,2.000000,0.000000,61,0
1768,50150700,17712000,7409000.0,캐주얼,동래점,15,2.266667,0.794118,11,1
1769,227790280,59840000,NaN,가공식품,대전점,49,4.387755,0.441860,7,0
1770,26855000,8950000,3975000.0,시티웨어,본점,6,2.666667,0.187500,35,0
1771,177535000,85400000,127642800.0,시티웨어,분당점,47,1.829787,0.255814,7,0
1772,42747140,6720000,NaN,기타,잠실점,28,2.250000,0.222222,12,0
1773,4830000,3080000,NaN,셔츠,본점,1,2.000000,0.000000,0,1
1774,70262290,9520000,3515200.0,화장품,분당점,32,1.937500,0.322581,11,0
1775,22913210,13750000,NaN,가공식품,전주점,3,4.000000,0.083333,46,1
1776,112980840,36982000,NaN,기타,대전점,11,2.636364,0.241379,27,0
1777,101313640,11800000,NaN,기타,본점,17,5.941176,0.019802,18,0
1778,3305490,1380000,NaN,육류,본점,5,1.800000,0.444444,63,0
1779,92570650,20213000,27758000.0,기타,본점,28,2.142857,0.250000,12,1
1780,47194260,4875000,NaN,농산물,잠실점,66,4.015152,0.298113,5,0
1781,160684240,30774000,7692200.0,일용잡화,일산점,38,1.868421,0.450704,9,0
1782,850000,850000,NaN,남성캐주얼,본점,1,1.000000,0.000000,0,1
1783,443486300,58044000,NaN,화장품,본점,22,1.454545,0.531250,16,0
1784,21706380,6766000,NaN,기타,분당점,8,3.500000,0.250000,40,0
1785,7992990,6480000,NaN,젓갈/반찬,강남점,2,2.500000,0.400000,118,0
1786,162880180,22575000,567000.0,화장품,영등포점,13,3.615385,0.553191,26,1
1787,42655000,12415000,NaN,가공식품,잠실점,7,2.571429,0.277778,33,0
1788,52500,15000,NaN,가공식품,영등포점,1,6.000000,1.000000,0,1
1789,1165929480,96984000,76554480.0,화장품,광주점,144,1.937500,0.362007,2,0
1790,425000,425000,NaN,트래디셔널,본점,1,1.000000,1.000000,0,0
1791,624000,540000,NaN,차/커피,본점,2,1.500000,0.000000,8,1
1792,4980000,3000000,NaN,화장품,일산점,2,1.000000,0.000000,26,0
1793,200153000,44160000,NaN,기타,본점,11,3.545455,0.358974,22,0
1794,750000,750000,NaN,남성캐주얼,본점,1,1.000000,0.000000,0,1
1795,277396760,19800000,5991200.0,기타,청량리점,53,4.339623,0.369565,6,0
1796,6142900,2860000,NaN,젓갈/반찬,영등포점,4,4.500000,0.444444,83,0
1797,5088000,4080000,NaN,섬유잡화,잠실점,2,1.500000,0.333333,158,0
1798,35692720,11675000,NaN,육류,본점,9,1.888889,0.117647,33,0
1799,548693920,157654000,62838000.0,디자이너,본점,28,1.357143,0.421053,11,0
1800,120102780,23500000,NaN,가공식품,강남점,52,3.038462,0.360759,6,0
1801,3103500,2564500,NaN,골프,잠실점,2,2.000000,0.750000,34,1
1802,157273560,35000000,2468000.0,기타,포항점,19,2.736842,0.750000,16,0
1803,4287500,6125000,6125000.0,트래디셔널,잠실점,3,1.000000,0.333333,4,0
1804,230000,230000,NaN,구두,본점,1,1.000000,0.000000,0,1
1805,5925000,5925000,NaN,화장품,잠실점,1,1.000000,1.000000,0,0
1806,8957000,7250000,NaN,가공식품,안양점,3,3.333333,1.000000,7,0
1807,11886000,7350000,NaN,아동,부평점,2,1.000000,0.000000,130,0
1808,15723880,5290000,7840400.0,기타,본점,18,1.444444,0.653846,19,1
1809,132048610,16830000,NaN,기타,강남점,23,4.521739,0.711538,15,0
1810,440000,440000,NaN,화장품,대전점,1,1.000000,0.000000,0,1
1811,154978000,26730000,NaN,화장품,본점,18,1.500000,0.333333,18,0
1812,42149800,17204000,NaN,화장품,본점,10,2.400000,0.250000,27,0
1813,3330000,9585000,6255000.0,골프,대전점,2,1.000000,0.500000,1,0
1814,1960800,1250000,NaN,시티웨어,본점,1,3.000000,0.000000,0,0
1815,102404650,17598000,1582000.0,가공식품,일산점,25,3.960000,0.232323,13,0
1816,9911400,8785000,NaN,스포츠,광주점,1,3.000000,0.000000,0,1
1817,1050000,1050000,NaN,시티웨어,본점,1,1.000000,0.000000,0,0
1818,200359200,51060000,15962000.0,화장품,본점,50,2.140000,0.046729,7,0
1819,161000,161000,NaN,생활잡화,본점,1,1.000000,0.000000,0,1
1820,11554620,11385000,NaN,수산품,본점,2,1.000000,0.000000,0,0
1821,104016290,19404000,96000.0,농산물,분당점,51,4.372549,0.439462,6,1
1822,293861850,67942000,13725000.0,기타,광주점,15,3.333333,0.220000,22,0
1823,4800000,4800000,NaN,건강식품,부산본점,1,1.000000,0.000000,0,0
1824,2295800,480000,NaN,기타,청량리점,4,3.750000,0.466667,21,1
1825,95250,1920000,1920000.0,차/커피,본점,2,3.000000,0.833333,1,1
1826,150964500,16900000,33504000.0,기타,본점,86,3.406977,0.156997,4,0
1827,63506500,19500000,NaN,섬유잡화,본점,15,2.600000,0.102564,22,1
1828,248710,107460,NaN,가공식품,본점,2,2.500000,0.600000,6,1
1829,14245000,13459200,NaN,기타,본점,2,1.500000,0.000000,73,0
1830,980000,980000,NaN,주방가전,일산점,1,1.000000,1.000000,0,1
1831,88500,88500,NaN,캐주얼,본점,1,1.000000,0.000000,0,1
1832,6850000,6150000,NaN,남성캐주얼,본점,2,1.000000,0.500000,53,1
1833,23538000,15488000,NaN,화장품,본점,2,2.000000,0.000000,67,0
1834,520000,500000,NaN,섬유잡화,본점,1,2.000000,0.000000,0,1
1835,2670000,1540000,NaN,젓갈/반찬,잠실점,2,2.000000,0.750000,82,0
1836,1846200,1251200,NaN,수산품,본점,2,2.000000,0.000000,37,1
1837,1026808700,111300000,165469500.0,디자이너,영등포점,99,2.171717,0.265116,3,0
1838,5184500,800000,NaN,기타,부산본점,17,2.529412,0.000000,20,1
1839,99756200,23276000,1632000.0,화장품,부산본점,18,1.611111,0.172414,19,0
1840,500000,500000,NaN,스포츠,본점,1,1.000000,0.000000,0,1
1841,59366160,8800000,NaN,수산품,강남점,22,1.818182,0.200000,16,0
1842,210908300,30820000,83838000.0,가공식품,본점,67,3.134328,0.623810,5,0
1843,222396750,35200000,3640000.0,화장품,분당점,55,2.254545,0.306452,6,0
1844,15381150,6292000,NaN,차/커피,본점,13,3.538462,0.021739,6,1
1845,10895000,8750000,NaN,모피/피혁,일산점,2,2.500000,0.000000,18,1
1846,122475200,20300000,NaN,가공식품,본점,30,3.566667,0.205607,11,0
1847,195000,2329000,2329000.0,시티웨어,영등포점,3,1.000000,0.333333,16,0
1848,453953940,24115200,4000000.0,시티웨어,상인점,51,3.725490,0.247368,6,0
1849,3454550,473600,NaN,가공식품,청량리점,17,2.882353,0.510204,18,1
1850,580750,300000,NaN,농산물,일산점,1,4.000000,1.000000,0,1
1851,1181050,247500,NaN,축산가공,일산점,3,5.333333,1.000000,16,1
1852,41081550,40320000,NaN,수산품,부산본점,2,4.000000,0.000000,0,1
1853,3588000,1440000,NaN,섬유잡화,강남점,2,3.500000,1.000000,4,1
1854,14886790,3250000,NaN,가공식품,잠실점,13,3.153846,0.219512,24,0
1855,176506700,19851000,4934800.0,수산품,본점,58,2.706897,0.649682,6,1
1856,146071220,29503200,NaN,농산물,본점,44,5.431818,0.397490,7,1
1857,90000,18000,NaN,가공식품,본점,5,1.000000,0.200000,36,1
1858,540000,480000,NaN,가공식품,부산본점,1,2.000000,0.000000,0,0
1859,68789200,14688000,20957000.0,캐주얼,영등포점,18,1.833333,0.393939,17,0
1860,3836400,3836400,NaN,남성캐주얼,본점,1,1.000000,0.000000,0,1
1861,2126500,828000,NaN,기타,잠실점,3,3.000000,1.000000,11,0
1862,18714500,15000000,NaN,가공식품,본점,9,1.444444,1.000000,21,1
1863,22473860,10612800,NaN,기타,대전점,2,6.000000,0.000000,67,0
1864,96883080,11750000,NaN,가공식품,본점,29,4.137931,0.208333,12,0
1865,243078530,20760000,96720800.0,명품,광주점,76,1.973684,0.166667,4,0
1866,199619200,22092000,NaN,화장품,일산점,41,2.463415,0.861386,8,1
1867,31499500,16320000,2960000.0,명품,본점,9,1.555556,0.500000,25,1
1868,153143920,15650000,7619000.0,캐주얼,노원점,36,3.916667,0.673759,9,0
1869,268008500,55200000,39770000.0,명품,잠실점,29,1.448276,0.000000,12,0
1870,21727000,11750000,NaN,골프,본점,2,4.000000,0.000000,24,1
1871,0,6160000,6160000.0,시티웨어,분당점,2,1.000000,1.000000,0,0
1872,2137100,2100000,NaN,가공식품,잠실점,2,2.000000,1.000000,111,1
1873,12831170,8400000,NaN,시티웨어,잠실점,5,1.400000,0.285714,42,0
1874,41027000,12600000,NaN,디자이너,잠실점,6,1.833333,0.727273,43,0
1875,8468000,4730000,NaN,트래디셔널,일산점,2,1.500000,1.000000,21,1
1876,96547200,55200000,27600000.0,수산품,본점,21,2.333333,0.102041,16,1
1877,303471330,85800000,123084400.0,농산물,본점,125,2.272000,0.179577,2,0
1878,36000,36000,NaN,가공식품,영등포점,1,1.000000,0.000000,0,1
1879,5809090,3225000,NaN,젓갈/반찬,분당점,6,1.333333,0.250000,38,1
1880,55393200,6950000,6248000.0,디자이너,본점,18,1.777778,0.406250,18,0
1881,2794000,2794000,NaN,아동,잠실점,1,1.000000,0.000000,0,1
1882,45097670,9882000,4730000.0,기타,일산점,18,6.777778,0.483607,19,1
1883,227362500,52400250,NaN,디자이너,일산점,24,2.000000,0.145833,13,0
1884,39446060,25650000,NaN,남성정장,분당점,6,2.333333,0.214286,44,0
1885,135000,135000,NaN,구두,본점,1,1.000000,0.000000,0,0
1886,0,1416000,1534000.0,시티웨어,영등포점,2,3.000000,0.500000,0,0
1887,1558390,1482250,NaN,가공식품,본점,2,1.500000,0.666667,13,1
1888,18809180,13055000,NaN,가공식품,본점,2,7.000000,0.785714,12,1
1889,580500,375000,NaN,일용잡화,본점,2,1.000000,0.500000,42,0
1890,29332100,5456000,NaN,모피/피혁,영등포점,11,2.818182,0.000000,29,0
1891,19301080,5363200,90000.0,기타,본점,14,3.071429,0.651163,19,1
1892,21359000,9504000,NaN,화장품,영등포점,4,2.500000,0.100000,49,0
1893,2125000,2125000,NaN,골프,본점,1,1.000000,1.000000,0,1
1894,9271000,6946000,NaN,스포츠,분당점,3,1.000000,0.000000,92,1
1895,1220000,988000,NaN,명품,본점,2,1.500000,0.666667,59,1
1896,15028000,15000000,NaN,남성정장,본점,2,1.000000,0.500000,162,1
1897,27271700,21318000,14499200.0,시티웨어,본점,7,1.000000,0.285714,40,0
1898,303899920,23160000,10545000.0,화장품,광주점,83,1.843373,0.209150,4,0
1899,141820,36432000,36432000.0,커리어,잠실점,3,1.333333,0.000000,97,0
1900,1412000,1100000,NaN,섬유잡화,본점,2,1.500000,1.000000,18,0
1901,161739340,17750000,7487200.0,캐주얼,대전점,37,2.216216,0.353659,9,0
1902,154334880,40800000,12317000.0,가공식품,본점,25,9.120000,0.140351,13,0
1903,74895400,13420000,3200000.0,스포츠,부산본점,12,2.416667,0.448276,28,0
1904,36672620,9762500,3105000.0,수산품,본점,23,2.347826,0.407407,13,0
1905,1210000,1210000,NaN,모피/피혁,미아점,1,1.000000,0.000000,0,0
1906,5972000,4492800,NaN,구두,잠실점,1,3.000000,1.000000,0,1
1907,12569980,5700000,NaN,젓갈/반찬,청량리점,6,2.500000,0.133333,13,0
1908,1580100,897000,NaN,수산품,본점,1,2.000000,1.000000,0,1
1909,4742400,2220400,NaN,일용잡화,본점,9,1.333333,0.333333,22,0
1910,305071430,157464000,1995000.0,기타,부산본점,33,2.333333,0.311688,10,0
1911,452161580,72480000,18760000.0,화장품,광주점,65,2.076923,0.288889,5,0
1912,73191900,37400000,4886400.0,기타,영등포점,13,2.769231,0.333333,26,0
1913,69904760,27214000,NaN,기타,분당점,16,3.250000,0.346154,12,0
1914,3354000,3211000,NaN,농산물,분당점,1,2.000000,0.000000,0,0
1915,11088600,4788000,NaN,가공식품,강남점,3,9.000000,0.000000,6,0
1916,348802900,209440000,NaN,가공식품,부산본점,12,3.416667,0.439024,24,0
1917,42240000,13152000,1950000.0,가공식품,노원점,15,2.400000,0.055556,22,1
1918,47709430,35856000,NaN,가공식품,부평점,11,2.454545,0.148148,22,1
1919,3136000,2200000,NaN,일용잡화,영등포점,3,1.333333,0.000000,17,0
1920,348063300,174547000,128432000.0,디자이너,부산본점,40,1.975000,0.291139,8,0
1921,32293050,12330000,NaN,기타,분당점,19,5.526316,0.247619,17,0
1922,62041470,15312000,NaN,시티웨어,분당점,20,2.200000,0.386364,17,0
1923,215991000,25473000,6880000.0,디자이너,본점,18,1.333333,0.541667,19,0
1924,1816950,1600000,NaN,수산품,청량리점,1,7.000000,0.000000,0,0
1925,32471070,3996000,NaN,기타,노원점,22,2.863636,0.142857,15,0
1926,167463930,30912000,603000.0,수산품,본점,19,3.631579,0.173913,17,0
1927,2493000,1225000,NaN,일용잡화,잠실점,3,1.666667,0.800000,10,0
1928,235269600,24624000,12917000.0,디자이너,일산점,26,2.576923,0.462687,13,1
1929,627100,333000,NaN,캐주얼,영등포점,2,2.000000,0.000000,69,1
1930,55173000,17825000,NaN,명품,본점,12,1.166667,0.214286,22,1
1931,1080000,1080000,NaN,농산물,잠실점,1,1.000000,0.000000,0,0
1932,8889000,7992000,NaN,건강식품,청량리점,2,1.000000,0.500000,8,1
1933,88622640,14256000,23047000.0,농산물,본점,79,4.088608,0.359133,4,0
1934,1314800,1164800,NaN,구두,본점,1,2.000000,1.000000,0,1
1935,2595550,575000,NaN,가공식품,일산점,10,2.500000,0.040000,34,1
1936,12563680,11970000,NaN,농산물,분당점,3,2.000000,0.000000,92,1
1937,247567740,21505000,21092000.0,농산물,부산본점,87,4.494253,0.350384,4,0
1938,229288050,12738000,2005500.0,명품,본점,63,1.730159,0.302752,5,0
1939,479800,207000,NaN,차/커피,잠실점,2,2.500000,0.000000,16,1
1940,305112990,21735000,NaN,화장품,부산본점,23,3.608696,0.192771,15,0
1941,222462420,18170000,21746000.0,농산물,본점,52,3.576923,0.134409,6,0
1942,57526800,34000000,2486000.0,섬유잡화,강남점,9,1.888889,0.117647,36,0
1943,186500,102000,NaN,가공식품,본점,2,5.500000,0.000000,28,0
1944,4792000,4600000,NaN,골프,분당점,1,2.000000,1.000000,0,1
1945,50600000,50600000,NaN,대형가전,본점,1,1.000000,0.000000,0,0
1946,462409540,62225000,130358000.0,골프,본점,44,2.431818,0.112150,7,0
1947,714650,309100,NaN,농산물,청량리점,1,6.000000,0.000000,0,1
1948,44566000,17760000,NaN,기타,노원점,5,1.400000,0.142857,62,0
1949,1920000,1840000,NaN,모피/피혁,분당점,1,2.000000,1.000000,0,0
1950,2783000,1125000,NaN,화장품,강남점,3,1.333333,0.750000,36,0
1951,76109610,14066000,NaN,기타,관악점,61,6.114754,0.281501,4,1
1952,86909620,14310000,NaN,가공식품,청량리점,22,7.272727,0.106250,15,0
1953,321841190,106656000,NaN,축산가공,분당점,47,5.680851,0.471910,7,0
1954,33866150,3159200,2376000.0,캐주얼,잠실점,23,2.478261,0.438596,14,0
1955,7499000,5456000,NaN,가공식품,동래점,2,7.500000,0.000000,15,0
1956,9602230,6336000,6244000.0,가공식품,잠실점,14,2.500000,0.342857,22,0
1957,9591000,5000000,3384000.0,골프,부산본점,3,1.666667,0.400000,2,0
1958,18926000,7038000,NaN,기타,본점,5,2.600000,0.307692,7,1
1959,4825000,2125000,NaN,남성캐주얼,본점,3,1.000000,0.000000,38,1
1960,372775300,206208000,975000.0,기타,안양점,24,2.500000,0.133333,14,0
1961,343420,343420,NaN,육류,분당점,1,1.000000,1.000000,0,1
1962,37438000,23760000,NaN,스포츠,잠실점,2,3.000000,0.500000,90,1
1963,641114290,144840000,21574000.0,아동,본점,19,3.263158,0.516129,18,1
1964,147752300,57800000,2700000.0,생활잡화,잠실점,17,2.058824,0.171429,19,0
1965,329290250,33166000,NaN,디자이너,잠실점,19,2.473684,0.255319,18,0
1966,34545600,5980000,NaN,가공식품,노원점,10,7.100000,0.169014,32,0
1967,4527000,4347000,NaN,차/커피,영등포점,2,1.500000,0.000000,98,0
1968,25285000,9200000,NaN,화장품,부산본점,7,1.571429,0.727273,42,0
1969,1056306300,57576000,36875000.0,시티웨어,강남점,107,2.327103,0.369478,3,0
1970,62885200,23975000,9225000.0,기타,강남점,29,3.482759,0.217822,11,0
1971,12221100,4020000,NaN,기타,잠실점,8,1.750000,0.000000,30,0
1972,273454680,55200000,1488800.0,농산물,인천점,67,2.940299,0.279188,5,0
1973,35736400,3960000,NaN,화장품,잠실점,15,1.533333,0.000000,21,0
1974,201160,90000,NaN,일용잡화,잠실점,1,6.000000,0.000000,0,0
1975,702697500,325000000,NaN,남성캐주얼,본점,6,1.000000,0.666667,39,1
1976,409000,345000,NaN,피혁잡화,본점,1,3.000000,1.000000,0,1
1977,135000,135000,NaN,스포츠,강남점,1,1.000000,0.000000,0,0
1978,82975880,19000000,2344260.0,화장품,본점,38,1.973684,0.106667,9,0
1979,975000,4140000,4320000.0,모피/피혁,잠실점,2,2.500000,0.600000,0,1
1980,276000,216000,NaN,젓갈/반찬,본점,1,4.000000,0.000000,0,1
1981,56869140,14550000,NaN,기타,잠실점,15,2.333333,0.485714,19,0
1982,73209200,34270000,5953000.0,가공식품,잠실점,14,2.214286,0.709677,10,1
1983,341100,217800,NaN,기타,잠실점,1,4.000000,0.000000,0,0
1984,270000,270000,NaN,건강식품,잠실점,1,1.000000,0.000000,0,0
1985,15429780,3276000,NaN,가공식품,본점,10,2.300000,0.478261,32,0
1986,21344670,6692400,NaN,농산물,부산본점,12,2.833333,0.176471,23,0
1987,44170540,22000000,975000.0,가공식품,본점,64,2.781250,0.308989,5,1
1988,215296040,62160000,2260800.0,기타,일산점,44,2.136364,0.574468,7,1
1989,6258000,6258000,NaN,생활잡화,부산본점,1,1.000000,0.000000,0,1
1990,4965700,2762500,NaN,주방용품,본점,2,1.500000,0.333333,88,0
1991,11694450,10095000,10095000.0,농산물,센텀시티점,4,3.000000,0.000000,64,0
1992,35355600,7222000,NaN,모피/피혁,영등포점,7,4.428571,0.032258,36,0
1993,379766890,14304000,6178000.0,농산물,부평점,171,6.672515,0.388256,2,0
1994,35246950,6740000,NaN,기타,본점,10,2.800000,0.392857,25,0
1995,162217660,86400000,NaN,농산물,분당점,6,3.000000,0.944444,17,1
1996,5131720,1214400,NaN,젓갈/반찬,본점,12,3.416667,0.219512,25,1
1997,94194240,14875000,NaN,농산물,분당점,28,3.250000,0.362637,12,1
1998,928230,740600,NaN,축산가공,대전점,1,4.000000,0.000000,0,1
1999,102616010,12719000,NaN,농산물,부산본점,36,5.777778,0.100962,9,0
2000,311250,130800,NaN,가공식품,분당점,1,5.000000,0.000000,0,0
2001,5998200,3600000,NaN,기타,일산점,4,1.750000,0.142857,48,1
2002,601400,291250,NaN,차/커피,일산점,1,9.000000,0.000000,0,0
2003,41033000,26208000,NaN,피혁잡화,부산본점,2,1.500000,1.000000,21,1
2004,776000,776000,NaN,명품,본점,1,1.000000,0.000000,0,1
2005,128541320,15360100,18506900.0,농산물,본점,81,2.234568,0.160221,4,0
2006,46020290,12636000,NaN,트래디셔널,잠실점,5,2.000000,0.000000,54,1
2007,35417800,3936000,3652000.0,가공식품,잠실점,47,4.787234,0.271111,7,0
2008,7465000,2640000,NaN,골프,부산본점,1,3.000000,1.000000,0,1
2009,28651170,3312000,NaN,가공식품,본점,35,4.457143,0.160256,9,0
2010,346650600,120000000,89659100.0,기타,일산점,65,2.138462,0.244604,5,0
2011,182648020,47978000,912000.0,가공식품,부산본점,16,4.500000,0.472222,16,0
2012,15250860,4800000,1920000.0,시티웨어,본점,18,2.611111,0.446809,13,0
2013,7425000,4475000,NaN,시티웨어,분당점,2,1.000000,0.500000,114,0
2014,114160300,17500000,4542500.0,기타,본점,65,2.938462,0.073298,5,0
2015,637076880,28686000,13499000.0,화장품,부산본점,48,3.270833,0.210191,7,0
2016,2791400,1581600,NaN,가공식품,본점,3,3.000000,0.555556,38,0
2017,2375000,2375000,NaN,화장품,잠실점,1,1.000000,0.000000,0,0
2018,80667100,12648000,2713200.0,기타,본점,19,2.736842,0.538462,14,0
2019,10335000,6210000,NaN,골프,영등포점,2,1.500000,0.333333,15,1
2020,85000,51000,NaN,가공식품,본점,1,3.000000,0.000000,0,0
